,bookID,title,average_rating,num_pages,ratings_count,text_reviews_count,publication_date,publisher,language_name,author,genre
1390,4873,The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,4.08,256,3713,103,1995-05-01,Pocket Books,English,Dale Carnegie,Self Help
1391,4887,The Drama of the Gifted Child: The Search for the True Self,4.09,144,12436,619,2008-07-22,Basic Books,English,Alice   Miller,Psychology
1392,4888,The Drama of the Gifted Child: The Search for the True Self,4.09,118,97,10,1983-06-01,Basic Books,English,Alice   Miller,Psychology
1393,4894,Who Moved My Cheese?,3.8,96,311436,8421,2002-02-07,Vermilion,English,Spencer Johnson,Nonfiction
1394,4898,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,3.91,240,46064,871,2005-02-01,Harvard Business Review Press,English,W. Chan Kim,Business
1395,4900,Heart of Darkness,3.42,188,321078,8423,2003-10-01,Green Integer,English,Joseph Conrad,Classics
1396,4906,Heart of Darkness and Other Tales,3.58,225,3761,177,2003-09-25,Oxford University Press,English,Joseph Conrad,Classics
1397,4907,Heart of Darkness,3.42,132,92,11,2003-05-01,Wildside Press,English,Joseph Conrad,Classics
1398,4909,Teacher Man (Frank McCourt  #3),3.75,272,26508,2019,2006-09-19,Scribner,English,Frank McCourt,Nonfiction
1399,4916,Angela's Ashes,4.11,224,711,64,1998-12-17,Simon & Schuster,English,Frank McCourt,Nonfiction
1400,4921,Three Men in a Boat (Three Men  #1),3.89,185,38313,2811,1994-10-01,Penguin Books,English,Jerome K. Jerome,Classics
1401,4922,Three Men in a Boat: To Say Nothing of the Dog,3.89,144,213,32,2006-06-16,Dover Publications,English,Jerome K. Jerome,Classics
1402,4924,Three Men in a Boat: To Say Nothing of the Dog,3.89,272,52,8,2005-03-01,Collectors Library,English,Jerome K. Jerome,Classics
1403,4925,Three Men in a Boat,3.89,178,786,125,2004-03-25,Penguin Classics,English,Jerome K. Jerome,Classics
1404,4926,Three Men in a Boat and Three Men on the Bummel,4.08,400,2318,182,1999-11-25,Penguin Classics,English,Jerome K. Jerome,Classics
1405,4929,Kafka on the Shore,4.14,467,225397,12452,2006-01-03,Vintage International,English,Haruki Murakami,Fiction
1406,4933,The Brothers Karamazov,4.32,736,983,91,1999-06-01,Signet Classics,English,Fyodor Dostoyevsky,Classics
1407,4934,The Brothers Karamazov,4.32,796,191531,6795,2002-06-14,Farrar  Straus and Giroux,English,Fyodor Dostoyevsky,Classics
1408,4935,The Brothers Karamazov,4.32,1013,1673,184,2003-02-27,Penguin Books Ltd,English,Fyodor Dostoyevsky,Classics
1409,4936,The Brothers Karamazov,4.32,796,617,80,1991-09-03,Vintage Books USA,English,Fyodor Dostoyevsky,Classics
1410,4938,The Brothers Karamazov,4.32,16,20,2,2005-05-01,Hovel Audio,English,Fyodor Dostoyevsky,Classics
1411,4940,The Brothers Karamazov,4.32,720,1089,202,2004-07-25,Barnes  Noble Classics,English,Fyodor Dostoyevsky,Classics
1412,4942,CliffsNotes on Dostoevsky's The Brothers Karamazov,3.5,96,4,0,2003-01-10,Cliffs Notes,English,James Lamar Roberts,Classics
1413,4943,Hungry Planet,4.44,288,1455,193,2005-10-01,Material World,English,Peter Menzel,Nonfiction
1414,4944,The Very Hungry Caterpillar,4.29,13,3945,262,1994-03-23,Philomel Books,English,Eric Carle,Picture Books
1415,4945,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,4.32,32,65,10,1996-09-01,Child's Play International,English,Don    Wood,Picture Books
1416,4947,One Hundred Hungry Ants,4.05,32,2114,166,1999-09-27,HMH Books for Young Readers,English,Elinor J. Pinczes,Mathematics
1417,4950,The Hungry Tide,3.95,333,11838,815,2006-06-07,Mariner Books,English,Amitav Ghosh,Fiction
1418,4951,Feeding the Hungry Heart: The Experience of Compulsive Eating,3.96,224,749,46,1993-09-01,Plume,English,Geneen Roth,Nonfiction
1419,4952,What Is the What,4.16,475,65767,6203,2006-10-18,McSweeney's,English,Dave Eggers,Fiction
1420,4953,A Heartbreaking Work of Staggering Genius,3.68,485,157572,8463,2001-02-13,Vintage,English,Dave Eggers,Fiction
1421,4954,You Shall Know Our Velocity!,3.63,401,25811,1463,2003-07-01,Vintage,English,Dave Eggers,Fiction
1422,4955,How We Are Hungry,3.75,224,12007,659,2005-10-11,Vintage,English,Dave Eggers,Short Stories
1423,4956,How We Are Hungry: Stories,3.75,218,488,38,2004-10-13,McSweeney's,English,Dave Eggers,Short Stories
1424,4963,Merry Christmas  Stinky Face,3.97,32,20,3,2004-10-01,Scholastic,English,Lisa McCourt,Christmas
1425,4964,Love You Until--,4.5,32,4,0,2005-12-03,Paulist Press,English,Lisa McCourt,blank
1426,4965,Year of Wonders,4.01,358,120736,8549,2002-04-30,Penguin Books,English,Geraldine Brooks,Historical Fiction
1427,4966,The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,3.51,224,55,9,2006-09-26,Bantam Books,English,Tanya Remer Altmann,Parenting
1428,4978,Wolves of the Calla (The Dark Tower  #5),4.18,931,127168,2801,2006-02-01,Pocket Books,English,Stephen King,Fantasy
1429,4979,A Man Without a Country,4.07,160,34339,2061,2007-01-16,Random House Trade Paperbacks,English,Kurt Vonnegut Jr.,Nonfiction
1430,4981,Slaughterhouse-Five,4.07,275,1001671,19056,1999-01-12,Dial Press,English,Kurt Vonnegut Jr.,Classics
1431,4983,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),4.35,258,28254,196,2002-12-19,Chelsea House Publications,English,Harold Bloom,Fiction
1432,4986,God Bless You  Dr. Kevorkian,3.84,80,12754,558,2001-05-22,Washington Square Press,English,Kurt Vonnegut Jr.,Fiction
1433,4987,Jailbird,3.82,310,17881,593,1999-01-12,Dial Press Trade Paperback,English,Kurt Vonnegut Jr.,Fiction
1434,4988,Fates Worse Than Death,3.87,240,3183,115,1992-09-01,Berkley,English,Kurt Vonnegut Jr.,Nonfiction
1435,4989,The Red Tent,4.17,336,470858,15859,2005-11-01,St. Martin's Press,English,Anita Diamant,Historical Fiction
1436,4990,Inside the Red Tent,3.96,100,181,16,2006-07-01,Chalice Press,English,Sandra Hack Polaski,Historical Fiction
1437,4991,Anita Diamant's The Red Tent: A Reader's Guide,4.13,88,440,55,2004-09-07,Bloomsbury Academic,English,Ann Finding,Fiction
1438,4997,La Jeune fille Ã  la perle,3.88,313,618,38,2002-03-16,Gallimard,French,Tracy Chevalier,Historical Fiction
1439,4999,Iron Kingdom: The Rise and Downfall of Prussia  1600â1947,4.14,776,2583,183,2006-09-29,Belknap Press of Harvard University Press,English,Christopher   Clark,History
1440,5004,Downfall (Dragonlance: Dhamon Saga  #1),3.68,397,878,9,2001-03-01,Wizards of the Coast,English,Jean Rabe,Dragonlance
1441,5005,Berlin: The Downfall  1945,4.29,489,244,17,2002-01-01,Viking Books,English,Antony Beevor,History
1442,5008,El azul de la virgen,3.66,411,50,5,2004-10-01,Punto de Lectura,Spanish,Tracy Chevalier,Historical Fiction
1443,5015,Saturday,3.63,289,52576,3332,2006-04-11,Anchor,English,Ian McEwan,Fiction
1444,5027,I Love Saturdays y domingos,4.05,32,34,10,2004-09-01,Atheneum Books for Young Readers,English,Alma Flor Ada,Picture Books
1445,5051,A Dangerous Fortune,4.05,596,154,12,1999-02-19,MacMillan General Books,English,Ken Follett,Historical Fiction
1446,5053,The Man From St. Petersburg,3.88,320,16057,663,2003-06-03,NAL,English,Ken Follett,Fiction
1447,5055,Night Over Water,3.82,448,14545,652,2004-04-06,NAL,English,Ken Follett,Fiction
1448,5057,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,3.95,319,666,72,2005-08-09,Random House Trade,English,Marcia Angell,Nonfiction
1449,5061,La verdad acerca de las Industrias FarmacÃ©uticas: cÃ³mo nos engaÃ±a y quÃ© hacer al respecto,3.95,324,3,0,2006-12-01,Norma,Spanish,Marcia Angell,Nonfiction
1450,5062,Jackdaws,3.97,416,20892,953,2006-12-05,NAL,English,Ken Follett,Historical Fiction
1451,5065,Whiteout,3.58,4,13,1,2006-09-01,MacMillan Audio,English,Ken Follett,Thriller
1452,5066,Jackdaws,3.97,496,367,32,2002-11-26,Signet,English,Ken Follett,Historical Fiction
1453,5069,Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,4.1,208,336,5,2006-12-12,VIZ Media LLC,English,Yukito Kishiro,Manga
1454,5071,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,4.12,208,340,4,2006-06-13,VIZ Media LLC,English,Yukito Kishiro,Manga
1455,5073,Gunnm Last Order  Tome 01,4.06,200,48,2,2002-11-27,GlÃ©nat,French,Yukito Kishiro,Manga
1456,5077,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,4.11,240,248,27,1997-09-04,North Atlantic Books,English,John E. Upledger,Health
1457,5084,My Life in France,4.17,336,69153,6152,2006-04-04,Knopf Publishing Group,English,Julia Child,Nonfiction
1458,5089,A Short History of Nearly Everything (Illustrated Edition),4.21,624,28,7,2010-10-05,Anchor Canada,English,Bill Bryson,Nonfiction
1459,5094,The Drawing of the Three (The Dark Tower  #2),4.23,463,173022,5139,2003-08-05,Signet,English,Stephen King,Fantasy
1460,5102,The Handmaid's Tale,4.11,350,2102,282,2006-10-17,Everyman's Library,English,Margaret Atwood,Fiction
1461,5104,The Handmaid's Tale,4.11,308,529,59,2009-09-01,Heinemann Library,English,Margaret Atwood,Fiction
1462,5107,The Catcher in the Rye,3.8,277,2457092,43499,2001-01-30,Back Bay Books,English,J.D. Salinger,Classics
1463,5111,The Catcher in the Rye - Barron's Book Notes,3.72,120,775,24,1984-10-01,Barron's Educational Series,English,Barron's,Classics
1464,5113,Franny and Zooey,3.98,201,167157,4994,2001-01-30,Back Bay Books,English,J.D. Salinger,Fiction
1465,5114,Raise High the Roof Beam  Carpenters & Seymour: An Introduction,4.11,256,40629,1189,2001-01-30,Back Bay Books,English,J.D. Salinger,Fiction
1466,5128,The Doors of Perception & Heaven and Hell,3.92,187,30012,797,2004-05-04,Harper Perennial Modern Classics,English,Aldous Huxley,Philosophy
1467,5129,Brave New World,3.99,288,1247221,20014,1998-09-01,HarperPerennial / Perennial Classics,English,Aldous Huxley,Classics
1468,5130,Island,3.83,354,19668,1031,2002-07-30,Harper Perennial Classics,English,Aldous Huxley,Fiction
1469,5131,The Perennial Philosophy,4.19,336,3266,163,2004-04-13,Harper Perennial Modern Classics,English,Aldous Huxley,Philosophy
1470,5132,Huxley and God: Essays on Religious Experience,4.3,320,98,4,2003-03-01,The Crossroad Publishing Company,English,Aldous Huxley,Philosophy
1471,5134,Moksha: Writings on Psychedelics & the Visionary Experience,4.19,304,404,15,1999-04-01,Park Street Press,English,Aldous Huxley,Nonfiction
1472,5135,Point Counter Point,3.86,432,9522,210,1996-10-01,Dalkey Archive Press,English,Aldous Huxley,Fiction
1473,5136,After Many a Summer Dies the Swan,3.75,368,2056,149,1993-01-01,Ivan R. Dee Publisher,English,Aldous Huxley,Fiction
1474,5137,The Flame Trees of Thika: Memories of an African Childhood,4.12,281,4773,217,2000-02-01,Penguin Classics,English,Elspeth Huxley,Africa
1475,5139,The Devil Wears Prada (The Devil Wears Prada  #1),3.74,432,744569,7247,2006-05-30,Anchor Books,English,Lauren Weisberger,Chick Lit
1476,5144,Arundhati Roy's The God of Small Things: A Reader's Guide,4.01,96,309,19,2002-03-30,Bloomsbury Academic,English,Julie Mullaney,Fiction
1477,5148,A Separate Peace,3.57,208,175779,6261,2003-09-30,Scribner,English,John Knowles,Classics
1478,5157,Black and Blue,3.88,288,75494,1386,2010-08-25,Delta Publishing,English,Anna Quindlen,Fiction
1479,5158,A Virtuous Woman,3.69,165,23170,587,1997-11-05,Vintage,English,Kaye Gibbons,Fiction
1480,5159,Here on Earth,3.69,336,43028,1472,1999-07-01,Berkley,English,Alice Hoffman,Fiction
1481,5160,The Heart of a Woman,4.2,288,17966,437,1997-05-17,Random House,English,Maya Angelou,Nonfiction
1482,5161,The Deep End of the Ocean (Cappadora Family  #1),3.87,464,112856,1028,1999-10-01,Penguin Books,English,Jacquelyn Mitchard,Fiction
1483,5167,Cane River,4.06,522,42695,1845,2002-04-01,Grand Central Publishing,English,Lalita Tademy,Historical Fiction
1484,5168,Where the Heart Is,4.02,376,227716,3407,1998-06-01,Grand Central Publishing,English,Billie Letts,Fiction
1485,5169,Oprah Winfrey,3.79,128,38,5,2002-01-01,Lerner Publications,English,Katherine E. Krohn,blank
1486,5171,Drowning Ruth,3.74,368,74161,2159,2001-07-31,Ballantine Books,English,Christina Schwarz,Fiction
1487,5174,Fall on Your Knees,3.96,672,55988,2434,2002-10-29,Pocket Books,English,Ann-Marie MacDonald,Fiction
1488,5175,What Looks Like Crazy on an Ordinary Day (Idlewild  #1),3.73,244,19366,645,1998-11-01,Harper Perennial,English,Pearl Cleage,Fiction
1489,5176,While I Was Gone,3.69,304,56320,1185,2000-05-12,Ballantine Books,English,Sue Miller,Fiction
1490,5179,Mother of Pearl,3.69,465,19073,427,2000-06-01,Washington Square Press,English,Melinda Haynes,Fiction
1491,5186,Breath  Eyes  Memory,3.88,234,25200,1229,1998-05-18,Vintage,English,Edwidge Danticat,Fiction
1492,5187,The Book of Ruth,3.85,328,63595,1222,1989-12-01,Anchor Books,English,Jane Hamilton,Fiction
1493,5190,Open House,3.7,272,54119,1629,2001-05-01,Ballantine Books,English,Elizabeth Berg,Fiction
1494,5191,The Pilot's Wife,3.52,304,78714,3860,1999-03-30,Back Bay Books,English,Anita Shreve,Fiction
1495,5196,Tara Road,3.9,648,66629,1712,2000-07-18,Dell,English,Maeve Binchy,Fiction
1496,5197,A Lesson Before Dying,3.95,256,47143,2998,1997-09-28,Vintage,English,Ernest J. Gaines,Fiction
1497,5198,Paradise,3.8,318,19927,812,1999-04-01,Plume (Penguin Books Ltd),English,Toni Morrison,Fiction
1498,5202,The Treasure Hunt: A Little Bill Book,3.34,40,364,18,1997-09-01,Cartwheel,English,Bill Cosby,Childrens
1499,5203,She's Come Undone,3.88,465,294348,9096,1998-06-28,Pocket,English,Wally Lamb,Fiction
1500,5204,We Were the Mulvaneys,3.73,454,87367,2553,1997-09-01,Plume,English,Joyce Carol Oates,Fiction
1501,5205,A Map of the World,3.81,400,68554,1476,1999-12-03,Anchor Books,English,Jane Hamilton,Fiction
1502,5207,Daughter of Fortune,3.91,399,1005,95,1999-10-06,Harper,English,Isabel Allende,Historical Fiction
1503,5209,The Meanest Thing To Say,3.54,40,990,55,1997-09-01,Cartwheel,English,Bill Cosby,Childrens
1504,5210,The Good Earth (House of Earth  #1),3.98,357,4080,501,2004-09-15,Washington Square Press,English,Pearl S. Buck,Classics
1505,5211,A Fine Balance,4.36,603,112196,7546,2001-11-30,Vintage,English,Rohinton Mistry,Fiction
1506,5212,The Best Way to Play: A Little Bill Book,3.49,40,405,17,1997-09-01,Cartwheel,English,Bill Cosby,Childrens
1507,5213,White Oleander,3.96,480,3112,210,2000-05-01,Back Bay Books,English,Janet Fitch,Fiction
1508,5214,Cry  the Beloved Country,3.9,316,3140,383,2003-11-01,Scribner,English,Alan Paton,Fiction
1509,5215,One Hundred Years of Solitude,4.07,458,3437,316,2004-01-20,Harper Perennial,English,Gabriel GarcÃ­a MÃ¡rquez,Fiction
1510,5216,Song of Solomon,4.06,337,1730,143,1987-09-01,Plume,English,Toni Morrison,Fiction
1511,5217,One Hundred Years of Solitude,4.07,417,90,5,2006-02-01,Turtleback Books,English,Gabriel GarcÃ­a MÃ¡rquez,Fiction
1512,5219,The Bluest Eye,4.03,216,3420,280,2000-04-27,Plume Books,English,Toni Morrison,Fiction
1513,5220,The Poisonwood Bible,4.06,546,5773,828,1999-10-01,Harper Perennial,English,Barbara Kingsolver,Fiction
1514,5230,Vergeef me,4.18,744,67,9,2001-07-01,De Boekerij,Dutch,Wally Lamb,Fiction
1515,5237,The Crusader: Ronald Reagan and the Fall of Communism,4.23,432,179,14,2006-10-17,Harper,English,Paul Kengor,Biography
1516,5240,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,4.13,304,1059,35,1999-02-23,Free Press,English,Dinesh D'Souza,Biography
1517,5249,Ethan Frome and Summer,3.86,274,483,54,2001-05-08,Modern Library,English,Edith Wharton,Classics
1518,5255,Collected Stories  1891-1910,4.26,928,56,8,2001-01-29,Library of America,English,Edith Wharton,Short Stories
1519,5261,A Backward Glance,3.76,385,521,77,1998-07-15,Scribner,English,Edith Wharton,Memoir
1520,5272,The Best Short Stories of Edith Wharton,3.77,300,41,4,2004-04-16,Kessinger Publishing,English,Edith Wharton,Short Stories
1521,5289,Complete Works of Oscar Wilde,4.45,1270,11903,183,2003-08-04,HarperCollins Publishers,English,Oscar Wilde,Classics
1522,5294,Oscar Wilde,4.24,736,2695,119,1988-11-05,Vintage,English,Richard Ellmann,Biography
1523,5296,An Ideal Husband,4.04,78,32946,895,2001-02-05,Dover Publications,English,Oscar Wilde,Classics
1524,5297,The Picture of Dorian Gray,4.08,272,760717,17179,2004-06-01,Random House: Modern Library,English,Oscar Wilde,Classics
1525,5304,De Profundis and Other Writings,4.21,252,2298,91,1976-08-26,Penguin Books,English,Oscar Wilde,Classics
1526,5305,Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),3.95,94,545,52,2006-06-01,Multnomah Books,English,Ravi Zacharias,Christian
1527,5306,Travels with Charley: In Search of America,4.08,214,56349,3738,2002-02-05,Penguin,English,John Steinbeck,Nonfiction
1528,5307,Novels and Stories 1932â1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,4.35,909,371,25,1994-09-01,Library of America,English,John Steinbeck,Fiction
1529,5308,The Pearl,3.46,96,160706,6198,2002-01-08,Penguin Books,English,John Steinbeck,Classics
1530,5309,The Life and Times of Scrooge McDuck,4.67,266,2467,149,2005-06-01,Gemstone Publishing,English,Don Rosa,Comics
1531,5310,The Life and Times of Scrooge McDuck Companion,4.48,208,959,22,2006-09-19,Gemstone Publishing,English,Don Rosa,Comics
1532,5314,The Last Christmas of Ebenezer Scrooge,4.13,168,14,3,2004-09-01,Wildside Press,English,Marvin Kaye,blank
1533,5316,Uncle Scrooge #359,3.88,64,8,1,2006-11-07,Gemstone Publishing,English,Don Rosa,Comics
1534,5319,A Christmas Story,4.08,144,3187,381,2003-10-28,Broadway Books,English,Jean Shepherd,Christmas
1535,5321,My First Story of Christmas,4.07,24,10,1,2004-09-01,Moody Publishers,English,Tim Dowley,Christmas
1536,5322,The Christmas Story,4.43,24,1304,32,2000-08-01,Golden Books,English,Jane Werner Watson,Christmas
1537,5327,A Christmas Carol,4.05,160,4359,353,2006-09-12,Candlewick Press,English,Charles Dickens,Classics
1538,5328,A Christmas Carol,4.05,112,6671,490,2012-01-01,Penguin Books,English,Charles Dickens,Classics
1539,5330,The Annotated Christmas Carol,4.05,266,276,46,2004-11-17,W. W. Norton  Company,English,Charles Dickens,Classics
1540,5332,Charles Dickens' A Christmas Carol,4.1,56,58,6,2000-10-11,Running Press Kids,English,Jane Parker Resnick,Christmas
1541,5337,Little Dorrit,3.99,1347,291,33,2002-03-12,Modern Library,English,Charles Dickens,Classics
1542,5338,A Christmas Carol and Other Christmas Writings,4.14,288,30393,449,2003-10-30,Penguin Classics,English,Charles Dickens,Classics
1543,5342,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,4.01,128,1729,364,1999-11-09,Simon  Schuster,English,Charles Dickens,Classics
1544,5344,Hard Times,3.52,353,41041,1706,2003-10-19,Pearson Longman,English,Charles Dickens,Classics
1545,5345,The Innocent Man: Murder and Injustice in a Small Town,3.82,360,52005,4136,2006-10-10,Doubleday Books,English,John Grisham,Nonfiction
1546,5346,The Last Juror,3.87,278,72294,1755,2006-04-25,Delta,English,John Grisham,Fiction
1547,5348,The Testament,3.86,535,89014,2361,1999-12-28,Island,English,John Grisham,Fiction
1548,5349,The Rainmaker,3.94,419,151818,1489,2005-09-27,Delta,English,John Grisham,Fiction
1549,5350,The Partner,3.92,416,97474,1928,2005-04-26,Delta,English,John Grisham,Fiction
1550,5351,The Street Lawyer,3.83,384,89947,1813,2005-04-26,Bantam,English,John Grisham,Fiction
1551,5352,The Summons,3.69,384,58901,1642,2005-09-27,Delta,English,John Grisham,Fiction
1552,5354,The Brethren,3.73,384,76085,1505,2005-12-27,Delta,English,John Grisham,Fiction
1553,5356,The King of Torts,3.68,276,68098,1705,2005-12-27,Delta,English,John Grisham,Fiction
1554,5357,Skipping Christmas,3.49,198,46334,3399,2004-11-06,Arrow,English,John Grisham,Fiction
1555,5358,The Firm,4.01,76,540910,3378,2000-02-15,Addison Wesley Publishing Company,English,Robin Waterfield,Fiction
1556,5359,The Client,4.0,483,367399,1978,2010-03-16,Delta,English,John Grisham,Fiction
1557,5360,A Painted House,3.7,384,67857,3375,2004-02-03,Bantam,English,John Grisham,Fiction
1558,5362,The Summons / The Brethren,3.99,0,241,9,2006-10-10,Random House Audio,English,John Grisham,Fiction
1559,5364,Dragonfly in Amber (Outlander  #2),4.32,743,222140,11121,2001-08-07,Bantam,English,Diana Gabaldon,Historical Fiction
1560,5368,Forever Amber,3.99,972,14409,849,2002-07-25,Penguin,English,Kathleen Winsor,Historical Fiction
1561,5370,Amber Brown Is Green With Envy,3.95,160,834,42,2004-08-01,Scholastic,English,Paula Danziger,Childrens
1562,5371,Amber Brown Is Not a Crayon,3.84,96,4787,189,2006-09-07,Puffin Books,English,Paula Danziger,Childrens
1563,5372,Amber and Ashes (Dragonlance: The Dark Disciple  #1),3.87,336,2637,64,2005-07-01,Wizards of the Coast,English,Margaret Weis,Fantasy
1564,5373,The Waste Lands (The Dark Tower  #3),4.24,509,76,5,1992-11-12,Time Warner Paperbacks,English,Stephen King,Fantasy
1565,5374,The Dragon's Eye (Dragonology Chronicles  #1),3.82,221,2221,113,2006-11-14,Candlewick Press,English,Dugald A. Steer,Fantasy
1566,5375,The Dragon's Eye (Erec Rex  #1),4.0,341,59,8,2006-10-01,Firelight Press,English,Kaza Kingsley,Fantasy
1567,5376,Dragon's Eye (Stonefort  #1),3.43,368,133,16,2006-10-31,Ace,English,James A. Hetley,Fantasy
1568,5396,Dragon's Eye,3.51,279,41,7,1994-07-01,Baen Books,English,Christopher Stasheff,Fantasy
1569,5402,"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",4.39,32,1004,130,1990-04-23,William Morrow & Company  Inc.,English,Patricia Thomas,Picture Books
1570,5404,Here I Stand: A Life of Martin Luther,4.08,336,2841,224,1995-04-01,Plume Books,English,Roland H. Bainton,Biography
1571,5412,The Stand: Das letzte Gefecht,4.34,1227,256,16,2003-09-01,Bastei LÃ¼bbe,German,Stephen King,Horror
1572,5413,'Salem's Lot,4.25,594,84123,571,2005-11-01,Doubleday,English,Stephen King,Horror
1573,5414,'Salem's Lot,4.02,17,227,54,2004-01-19,Simon & Schuster Audio,English,Stephen King,Horror
1574,5415,'Salem's Lot,4.02,405,1039,130,1975-10-17,Doubleday,English,Stephen King,Horror
1575,5417,Carrie / 'Salem's Lot / The Shining,4.54,1096,13137,61,2002-07-02,Wings,English,Stephen King,Horror
1576,5419,'Salem's Lot,4.02,427,178,35,1979-11-13,Signet,English,Stephen King,Horror
1577,5420,'Salem's Lot,4.02,586,25,6,2010-10-06,Hodder & Stoughton Ltd,English,Stephen King,Horror
1578,5427,Orientalism,4.08,396,873,77,2003-08-28,Penguin Classics,English,Edward W. Said,Nonfiction
1579,5439,Interpreter of Maladies,4.15,198,131876,8009,2000-05-22,Houghton Mifflin Harcourt,English,Jhumpa Lahiri,Short Stories
1580,5442,The Faiths of the Founding Fathers,3.89,225,461,66,2006-03-01,Oxford University Press  USA,English,David L. Holmes,History
1581,5452,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),3.83,338,61435,1290,2006-06-13,Ember,English,Ann Brashares,Young Adult
1582,5453,Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),3.81,384,62199,1613,2007-01-09,Delacorte Books,English,Ann Brashares,Young Adult
1583,5458,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),4.04,86,111,8,2004-04-27,Random House Books for Young Readers,English,Barbara Park,Childrens
1584,5471,Nineteen Eighty-Four,4.18,339,9910,748,2003-05-06,Plume,English,George Orwell,Classics
1585,5472,Animal Farm / 1984,4.28,400,146659,1625,2003-06-01,Houghton Mifflin Harcourt,English,George Orwell,Classics
1586,5477,1984,4.18,268,1322,121,1981-07-01,Signet Classics,English,George Orwell,Classics
1587,5478,Nineteen Eighty-Four,4.18,387,215,17,2005-07-01,1st World Library,English,George Orwell,Classics
1588,5479,Brave New World / Brave New World Revisited,4.16,340,129179,1047,2005-07-05,Harper Perennial Modern Classics,English,Aldous Huxley,Classics
1589,5480,Brave New World and Brave New World Revisited,4.16,340,421,53,2004-06-01,HarperCollins,English,Aldous Huxley,Classics
1590,5481,Brave New World Revisited,3.95,123,12989,740,2006-09-05,Harper Perennial Modern Classics,English,Aldous Huxley,Classics
1591,5485,Brave New World,3.99,259,13353,1286,2006-10-17,HarperCollins,English,Aldous Huxley,Classics
1592,5486,Andrew Carnegie,3.99,896,2580,205,2006-10-24,Penguin Press HC  The,English,David Nasaw,Biography
1593,5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),4.46,1313,3347,245,2001-10-16,Everyman's Library,English,Naguib Mahfouz,Fiction
1594,5490,Children of the Alley,4.1,464,1192,131,1996-10-18,Anchor,English,Naguib Mahfouz,Fiction
1595,5497,Akhenaten: Dweller in Truth,3.81,168,1282,139,2000-04-04,Anchor,English,Naguib Mahfouz,Historical Fiction
1596,5498,Adrift on the Nile,3.82,167,411,38,1994-01-01,Anchor Books,English,Naguib Mahfouz,Fiction
1597,5499,Midaq Alley,3.85,286,4815,446,1991-12-01,Anchor Books,English,Naguib Mahfouz,Fiction
1598,5502,The Harafish,4.36,416,590,61,1997-09-17,Anchor Books,English,Naguib Mahfouz,Novels
1599,5503,The Day the Leader Was Killed,3.63,112,809,93,2000-06-06,Anchor,English,Naguib Mahfouz,Fiction
1600,5508,Anne Frank Beyond the Diary: A Photographic Remembrance,4.27,113,24181,242,1995-05-01,Puffin Books,English,Ruud van der Rol,History
1601,5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,4.29,252,55487,669,1988-04-15,Touchstone Books,English,Miep Gies,Nonfiction
1602,5513,The Diary of Anne Frank,4.06,70,1320,61,1998-10-01,Dramatists Play Service,English,Frances Goodrich,Plays
1603,5514,Anne Frank: Life in Hiding,3.99,64,152,23,1999-12-08,HarperCollins,English,Johanna Hurwitz,Biography
1604,5518,Cliffs Notes on Hansberry's A Raisin in the Sun,3.9,80,10,2,1992-08-15,Cliffs Notes,English,Rosetta James,blank
1605,5526,Dear John,4.03,276,502726,9645,2006-10-30,Warner Books (NY),English,Nicholas Sparks,Romance
1606,5527,All the King's Men,4.09,439,47324,1720,1996-09-01,Harcourt Brace,English,Robert Penn Warren,Fiction
1607,5528,Cliffs notes on Warren's All the King's Men,3.45,80,3,1,1964-01-13,Cliffs Notes,English,L. David Allen,blank
1608,5530,All the King's Men: Three Stage Versions,4.0,264,3,0,2000-07-04,University of Georgia Press,English,Robert Penn Warren,blank
1609,5534,Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,3.98,364,256,13,2003-10-17,Rodale Books,English,Ian King,Fitness
1610,5544,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,4.28,391,106526,3685,1997-04-12,W. W. Norton & Company,English,Richard P. Feynman,Science
1611,5545,The Feynman Lectures on Physics  3 Vols,4.6,3,78,7,1989-01-01,Addison Wesley Publishing Company,English,Richard P. Feynman,Science
